City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Back Mountain,US,2022-07-21 16:36:58,41.3359,-75.9963,90.16,54,2,11.5
297,Lipin Bor,RU,2022-07-21 16:38:37,60.2622,37.9763,67.89,67,13,4.18
298,Xining,CN,2022-07-21 16:38:38,36.6167,101.7667,47.88,89,56,2.82
299,Torbay,CA,2022-07-21 16:38:38,47.6666,-52.7314,75.27,64,75,19.57
300,Port Hardy,CA,2022-07-21 16:34:15,50.6996,-127.4199,53.78,94,100,4.61
301,Zella-Mehlis,DE,2022-07-21 16:38:39,50.65,10.65,76.71,42,68,8.55
302,Dekar,BW,2022-07-21 16:38:40,-21.5333,21.9333,61.61,36,13,9.51
303,Phonhong,LA,2022-07-21 16:38:41,18.5007,102.4166,75.76,93,100,2.95
304,Ternate,ID,2022-07-21 16:36:04,0.8,127.4,79.77,79,100,3.2
305,Thinadhoo,MV,2022-07-21 16:38:42,0.5333,72.9333,82.18,70,98,11.95
306,Arraial Do Cabo,BR,2022-07-21 16:38:42,-22.9661,-42.0278,76.96,65,40,12.66
307,Harper,LR,2022-07-21 16:38:43,4.375,-7.7169,77.5,66,66,8.68
308,Acarau,BR,2022-07-21 16:38:43,-2.8856,-40.12,87.64,54,72,11.92
309,Iralaya,HN,2022-07-21 16:38:44,15.0,-83.2333,84.2,70,10,10.18
310,Surin,TH,2022-07-21 16:34:20,14.8818,103.4936,77.0,99,100,9.37
311,Seydi,TM,2022-07-21 16:38:45,39.4816,62.9137,98.44,10,0,13.38
312,Penzance,GB,2022-07-21 16:38:46,50.1186,-5.5371,68.68,55,20,12.66
313,Podlesnoye,RU,2022-07-21 16:38:47,51.8161,47.009,62.24,87,74,8.68
314,Fairfield,US,2022-07-21 16:34:12,41.2668,-73.3162,93.52,67,40,6.91
315,Aksu,CN,2022-07-21 16:38:48,41.1231,80.2644,83.7,22,0,6.55
316,Paamiut,GL,2022-07-21 16:38:49,61.994,-49.6678,46.51,89,60,7.05
317,Waipawa,NZ,2022-07-21 16:38:50,-41.4122,175.5153,44.94,69,100,17.92
318,Lethem,GY,2022-07-21 16:38:51,3.3803,-59.7968,86.45,64,51,6.35
319,Sao Gabriel Da Cachoeira,BR,2022-07-21 16:36:14,-0.1303,-67.0892,85.8,70,40,3.44
320,Jevargi,IN,2022-07-21 16:38:52,17.0167,76.7667,83.43,64,100,7.78
321,Kishtwar,IN,2022-07-21 16:39:22,33.3167,75.7667,67.82,96,95,0.81
322,Salo,IT,2022-07-21 16:39:23,45.6086,10.531,97.32,35,0,6.02
323,Aketi,CD,2022-07-21 16:39:24,2.7388,23.7833,77.04,77,97,1.83
324,Souillac,MU,2022-07-21 16:39:25,-20.5167,57.5167,68.38,88,40,11.5
325,Gemena,CD,2022-07-21 16:39:26,3.25,19.7667,72.79,96,81,0.34
326,Arlit,NE,2022-07-21 16:39:27,18.7369,7.3853,104.56,9,2,10.4
327,Camacha,PT,2022-07-21 16:37:40,33.0833,-16.3333,69.22,68,75,18.41
328,Mount Gambier,AU,2022-07-21 16:39:28,-37.8333,140.7667,47.23,85,62,8.05
329,Bandarbeyla,SO,2022-07-21 16:39:29,9.4942,50.8122,76.23,80,98,31.72
330,Meulaboh,ID,2022-07-21 16:39:29,4.1363,96.1285,77.68,84,100,4.56
331,Lasa,IT,2022-07-21 16:39:30,46.6166,10.7002,83.28,69,53,2.06
332,Neyshabur,IR,2022-07-21 16:39:31,36.2133,58.7958,87.49,11,0,5.88
333,Fort Smith,US,2022-07-21 16:39:31,35.3859,-94.3986,98.65,38,0,9.22
334,Mayya,RU,2022-07-21 16:39:32,61.7333,130.2811,63.72,73,81,2.95
335,Touros,BR,2022-07-21 16:39:33,-5.1989,-35.4608,81.99,64,83,13.89
336,Marsabit,KE,2022-07-21 16:39:33,2.3284,37.9899,70.77,42,15,21.07
337,Saint-Francois,FR,2022-07-21 16:39:34,46.4154,3.9054,83.64,42,0,5.75
338,Winnemucca,US,2022-07-21 16:35:07,40.973,-117.7357,80.65,12,0,0.0
339,Itacare,BR,2022-07-21 16:39:35,-14.2775,-38.9967,77.94,67,27,9.84
340,Mapiripan,CO,2022-07-21 16:39:36,2.8892,-72.1256,71.24,97,100,2.44
341,Ilulissat,GL,2022-07-21 16:39:37,69.2167,-51.1,62.62,48,75,12.66
342,Lianzhou,CN,2022-07-21 16:39:38,24.7811,112.3825,76.91,94,6,1.81
343,Codrington,AU,2022-07-21 16:39:38,-38.2667,141.9667,47.01,85,17,12.24
344,Camana,PE,2022-07-21 16:39:39,-16.6228,-72.7111,62.58,78,96,7.76
345,Eureka,US,2022-07-21 16:39:39,40.8021,-124.1637,58.19,87,73,1.99
346,Spiridonovka,RU,2022-07-21 16:39:40,53.0925,50.6462,69.3,64,100,11.7
347,Mabaruma,GY,2022-07-21 16:39:41,8.2,-59.7833,82.31,84,24,5.06
348,Killybegs,IE,2022-07-21 16:39:41,54.6333,-8.45,60.51,65,98,9.17
349,Qaqortoq,GL,2022-07-21 16:39:42,60.7167,-46.0333,51.3,83,10,7.23
350,Salar,ES,2022-07-21 16:39:43,37.1499,-4.0191,99.09,23,0,11.36
351,Tottori,JP,2022-07-21 16:39:44,35.5,134.2333,75.56,92,21,5.61
352,Ngunguru,NZ,2022-07-21 16:39:44,-35.6167,174.5,51.67,83,26,11.52
353,Morada Nova,BR,2022-07-21 16:37:27,-5.1067,-38.3725,86.09,50,90,8.81
354,Asamankese,GH,2022-07-21 16:39:45,5.8601,-0.6635,77.13,71,69,7.85
355,Barguzin,RU,2022-07-21 16:39:46,53.6167,109.6167,62.67,69,100,1.79
356,Blackwater,AU,2022-07-21 16:39:46,-23.5833,148.8833,53.65,95,34,4.29
357,Pinega,RU,2022-07-21 16:39:47,64.7001,43.3936,66.38,62,7,6.89
358,Leningradskiy,RU,2022-07-21 16:39:48,69.3833,178.4167,33.48,99,100,12.97
359,Mitsamiouli,KM,2022-07-21 16:39:48,-11.3847,43.2844,77.29,61,20,10.36
360,Caravelas,BR,2022-07-21 16:39:49,-17.7125,-39.2481,77.49,63,2,8.46
361,Angoche,MZ,2022-07-21 16:39:49,-16.2325,39.9086,72.48,69,1,5.79
362,Hasaki,JP,2022-07-21 16:39:15,35.7333,140.8333,79.29,91,100,12.93
363,Petropavlovsk-Kamchatskiy,RU,2022-07-21 16:39:50,53.0452,158.6483,57.79,100,100,2.24
364,Ponta Do Sol,PT,2022-07-21 16:39:51,32.6667,-17.1,75.13,64,1,3.76
365,Cururupu,BR,2022-07-21 16:39:52,-1.8283,-44.8683,85.55,58,55,4.43
366,Isangel,VU,2022-07-21 16:39:52,-19.55,169.2667,76.59,85,16,11.56
367,Marsh Harbour,BS,2022-07-21 16:40:23,26.5412,-77.0636,83.5,71,9,11.54
368,Chandrakona,IN,2022-07-21 16:40:23,22.7333,87.5167,83.71,80,100,8.08
369,Saint George,US,2022-07-21 16:40:24,37.1041,-113.5841,99.79,20,0,4.61
370,Richards Bay,ZA,2022-07-21 16:40:25,-28.783,32.0377,65.75,88,10,5.79
371,Mnogovershinnyy,RU,2022-07-21 16:40:26,53.9353,139.9242,51.17,98,100,4.18
372,Alofi,NU,2022-07-21 16:40:28,-19.0595,-169.9187,67.89,88,6,2.3
373,Hovd,MN,2022-07-21 16:37:55,48.0056,91.6419,64.29,44,69,2.53
374,Monte Santo,BR,2022-07-21 16:40:31,-10.4378,-39.3328,77.92,52,94,10.65
375,Ola,RU,2022-07-21 16:40:31,59.5833,151.2833,64.15,88,91,0.74
376,Teya,RU,2022-07-21 16:40:33,60.3778,92.6267,56.25,86,73,2.42
377,Kingsport,US,2022-07-21 16:40:33,36.5484,-82.5618,84.11,71,40,3.44
378,Erenhot,CN,2022-07-21 16:40:34,43.6475,111.9767,84.13,21,100,11.27
379,Price,US,2022-07-21 16:40:36,39.5994,-110.8107,86.11,20,0,4.61
380,Beringovskiy,RU,2022-07-21 16:36:43,63.05,179.3167,45.36,72,99,10.98
381,La Ronge,CA,2022-07-21 16:40:37,55.1001,-105.2842,62.82,63,75,23.02
382,Romny,UA,2022-07-21 16:40:38,50.751,33.4747,63.16,89,89,13.4
383,Victoria,HK,2022-07-21 16:36:58,22.2855,114.1577,87.19,74,0,1.99
384,Bundaberg,AU,2022-07-21 16:40:39,-24.85,152.35,62.89,99,100,5.75
385,Defiance,US,2022-07-21 16:40:40,41.3334,-84.45,85.21,54,0,8.05
386,Rosarito,MX,2022-07-21 16:40:13,32.3333,-117.0333,81.66,61,100,9.6
387,Tsiroanomandidy,MG,2022-07-21 16:40:41,-18.7667,46.0333,61.97,58,0,9.95
388,Moose Factory,CA,2022-07-21 16:40:41,51.2585,-80.6094,60.8,100,100,8.05
389,Kaduqli,SD,2022-07-21 16:40:42,11.0167,29.7167,72.64,77,100,2.46
390,Mjolby,SE,2022-07-21 16:40:43,58.326,15.1237,94.89,30,88,10.65
391,Tazovskiy,RU,2022-07-21 16:40:43,67.4667,78.7,44.04,86,100,3.85
392,Huanren,CN,2022-07-21 16:40:44,41.2647,125.3667,65.3,98,100,2.46
393,North Bend,US,2022-07-21 16:40:45,43.4065,-124.2243,60.24,93,100,4.61
394,Hurghada,EG,2022-07-21 16:38:04,27.2574,33.8129,91.13,28,1,16.87
395,Cayenne,GF,2022-07-21 16:40:46,4.9333,-52.3333,87.84,15,21,5.75
396,Paita,PE,2022-07-21 16:40:47,-5.0892,-81.1144,66.99,72,69,14.74
397,Marystown,CA,2022-07-21 16:40:47,47.1666,-55.1483,69.85,100,37,13.0
398,Aldan,RU,2022-07-21 16:40:48,58.6031,125.3894,57.54,89,24,3.2
399,Oksfjord,NO,2022-07-21 16:40:49,70.2396,22.3479,61.0,99,100,8.7
400,Tura,IN,2022-07-21 16:40:49,25.5198,90.2201,75.78,95,100,3.83
401,Saint Anthony,US,2022-07-21 16:35:58,45.0205,-93.218,82.02,42,0,19.57
402,Aripuana,BR,2022-07-21 16:40:51,-9.1667,-60.6333,97.18,26,0,1.95
403,Pokrovsk,UA,2022-07-21 16:40:52,48.282,37.1758,67.08,58,74,9.73
404,Englehart,CA,2022-07-21 16:40:52,47.8169,-79.8664,66.76,94,100,14.97
405,Makaryev,RU,2022-07-21 16:40:53,57.8797,43.8069,63.45,76,96,5.55
406,Karaton,ID,2022-07-21 16:40:54,-6.3424,106.1045,73.85,93,47,0.67
407,Novyy Urengoy,RU,2022-07-21 16:40:55,66.0833,76.6333,45.97,79,100,8.25
408,Pacific Grove,US,2022-07-21 16:41:26,36.6177,-121.9166,67.21,96,100,11.01
409,Maniitsoq,GL,2022-07-21 16:41:27,65.4167,-52.9,44.46,94,100,12.75
410,Abu Samrah,SY,2022-07-21 16:41:27,35.3029,37.1841,84.47,31,0,15.08
411,Sakaiminato,JP,2022-07-21 16:41:28,35.55,133.2333,80.58,78,75,19.57
412,Los Llanos De Aridane,ES,2022-07-21 16:41:29,28.6585,-17.9182,73.15,73,0,17.27
413,Ust-Nera,RU,2022-07-21 16:41:30,64.5667,143.2,52.09,85,29,6.49
414,Baiao,BR,2022-07-21 16:41:30,-2.7906,-49.6717,94.17,33,23,4.79
415,Te Anau,NZ,2022-07-21 16:41:31,-45.4167,167.7167,33.39,94,43,1.7
416,Hambantota,LK,2022-07-21 16:41:32,6.1241,81.1185,79.54,82,96,20.69
417,Ust-Uda,RU,2022-07-21 16:41:32,54.1742,103.0304,58.17,75,100,2.66
418,Kosa,RU,2022-07-21 16:41:33,59.9445,54.9977,59.81,87,26,4.12
419,Ulladulla,AU,2022-07-21 16:41:34,-35.35,150.4667,53.6,83,93,7.34
420,Rabo De Peixe,PT,2022-07-21 16:40:56,37.8,-25.5833,71.11,78,75,5.75
421,Vanavara,RU,2022-07-21 16:41:35,60.34,102.2797,56.46,75,65,2.48
422,Zhigansk,RU,2022-07-21 16:41:36,66.7697,123.3711,56.34,96,100,8.05
423,Darnah,LY,2022-07-21 16:41:37,32.767,22.6367,78.76,66,0,25.08
424,Antalaha,MG,2022-07-21 16:41:38,-14.9003,50.2788,67.08,88,56,8.81
425,Yichang,CN,2022-07-21 16:41:39,30.7144,111.2847,79.32,91,96,2.71
426,Christchurch,NZ,2022-07-21 16:39:15,-43.5333,172.6333,41.32,75,75,9.22
427,Nioro,GM,2022-07-21 16:37:13,13.35,-15.75,84.83,69,97,1.9
428,Kloulklubed,PW,2022-07-21 16:41:40,7.0419,134.2556,75.7,73,100,2.48
429,Granada,ES,2022-07-21 16:41:41,37.25,-3.25,93.15,18,1,7.67
430,Huarmey,PE,2022-07-21 16:41:42,-10.0681,-78.1522,66.78,73,63,10.29
431,Shizilu,CN,2022-07-21 16:41:42,35.1711,118.8289,73.53,85,0,2.21
432,Fortuna,US,2022-07-21 16:41:43,40.5982,-124.1573,57.92,88,83,5.93
433,Acari,PE,2022-07-21 16:41:43,-15.4311,-74.6158,70.34,59,63,7.99
434,Kurilsk,RU,2022-07-21 16:41:44,45.2333,147.8833,52.81,97,100,13.65
435,San Juan,AR,2022-07-21 16:36:56,-31.5375,-68.5364,62.98,19,29,15.95
436,Hami,CN,2022-07-21 16:41:45,42.8,93.45,77.68,22,0,2.06
437,Husavik,IS,2022-07-21 16:41:46,66.0449,-17.3389,50.72,78,76,6.49
438,Bilgi,IN,2022-07-21 16:41:47,16.35,75.6167,77.7,75,100,14.58
439,Portland,US,2022-07-21 16:41:09,45.5234,-122.6762,74.77,69,20,5.75
440,Taoudenni,ML,2022-07-21 16:41:48,22.6783,-3.9836,107.01,17,41,8.1
441,Asau,RO,2022-07-21 16:41:48,46.4333,26.4,81.52,38,0,6.51
442,Ambon,ID,2022-07-21 16:41:49,-3.6954,128.1814,78.24,15,20,4.61
443,Gambela,ET,2022-07-21 16:41:50,8.25,34.5833,72.81,84,44,2.59
444,Businga,CD,2022-07-21 16:41:51,3.3333,20.8833,73.9,94,74,2.64
445,Egvekinot,RU,2022-07-21 16:41:51,66.3167,-179.1667,35.04,66,21,11.21
446,Haimen,CN,2022-07-21 16:41:52,23.1935,116.6142,82.29,85,0,5.23
447,Oum Hadjer,TD,2022-07-21 16:41:53,13.2954,19.6966,86.63,56,63,5.19
448,Melhus,NO,2022-07-21 16:41:54,63.2855,10.2781,58.66,83,99,4.52
449,Wawa,NG,2022-07-21 16:41:54,9.9022,4.4192,81.12,76,83,2.26
450,Pirgos,GR,2022-07-21 16:41:55,35.1167,25.7178,82.62,31,0,10.89
451,Banjar,ID,2022-07-21 16:42:25,-8.19,114.9675,73.74,89,51,6.24
452,Conakry,GN,2022-07-21 16:42:26,9.538,-13.6773,78.21,85,96,13.78
453,Kurtamysh,RU,2022-07-21 16:42:26,54.9103,64.4319,59.07,85,21,9.19
454,La Reforma,MX,2022-07-21 16:42:27,25.0833,-108.05,92.01,54,92,5.53
455,Coihaique,CL,2022-07-21 16:42:28,-45.5752,-72.0662,33.75,93,75,3.44
456,Chittaurgarh,IN,2022-07-21 16:42:28,24.8833,74.6333,79.38,82,100,5.08
457,Sechura,PE,2022-07-21 16:42:29,-5.5569,-80.8222,70.75,60,56,13.13
458,Vanimo,PG,2022-07-21 16:42:30,-2.6741,141.3028,78.22,86,100,2.06
459,Saint-Augustin,CA,2022-07-21 16:38:01,51.226,-58.6502,76.93,40,45,11.3
460,Amravati,IN,2022-07-21 16:42:31,20.9333,77.75,78.87,85,100,5.03
461,Morro Bay,US,2022-07-21 16:42:32,35.3658,-120.8499,80.24,1,13,4.0
462,Pietarsaari,FI,2022-07-21 16:42:32,63.65,22.6833,77.13,76,73,5.17
463,Biak,ID,2022-07-21 16:42:33,-0.9131,122.8766,75.34,87,28,6.69
464,Kaitangata,NZ,2022-07-21 16:42:33,-46.2817,169.8464,43.03,90,99,4.21
465,Gamba,GA,2022-07-21 16:42:34,-2.65,10.0,73.36,81,25,9.08
466,Ferkessedougou,CI,2022-07-21 16:42:35,9.6,-5.2,82.56,62,94,2.28
467,El Reno,US,2022-07-21 16:42:35,35.5323,-97.955,97.2,42,0,16.11
468,Sun Valley,US,2022-07-21 16:42:36,39.5963,-119.776,84.83,23,0,3.0
469,Karad,IN,2022-07-21 16:41:24,17.2833,74.2,73.51,88,100,6.96
470,Melbu,NO,2022-07-21 16:42:37,68.5044,14.8297,57.02,77,75,3.44
471,Guymon,US,2022-07-21 16:42:38,36.6828,-101.4816,78.8,57,40,5.75
472,Catamarca,AR,2022-07-21 16:42:38,-28.4696,-65.7852,70.16,36,43,8.1
473,Loreto,MX,2022-07-21 16:42:39,22.2667,-101.9667,81.14,17,1,4.76
474,Gujan-Mestras,FR,2022-07-21 16:42:40,44.6333,-1.0667,90.55,45,0,12.66
475,San Vicente,AR,2022-07-21 16:42:40,-26.6167,-54.1333,77.77,48,45,6.67
476,Concepcion,CL,2022-07-21 16:41:34,-36.827,-73.0498,53.4,94,75,2.3
477,Arman,RU,2022-07-21 16:42:41,59.7,150.1667,64.02,83,88,2.8
478,Phetchaburi,TH,2022-07-21 16:42:42,12.9667,99.5833,72.72,98,100,2.55
479,Belmonte,BR,2022-07-21 16:42:43,-15.8631,-38.8828,76.33,72,19,9.98
480,Tevriz,RU,2022-07-21 16:42:44,57.509,72.4042,56.55,98,100,6.06
481,Yekaterinovka,RU,2022-07-21 16:42:44,52.0508,44.3451,56.14,88,53,6.73
482,Lompoc,US,2022-07-21 16:42:45,34.6391,-120.4579,57.61,88,100,5.75
483,Santa Catarina De Tepehuanes,MX,2022-07-21 16:42:45,25.35,-105.7333,83.64,31,10,3.06
484,Maceio,BR,2022-07-21 16:42:46,-9.6658,-35.7353,81.84,69,75,12.66
485,Pedasi,PA,2022-07-21 16:42:47,7.5333,-80.0333,79.07,93,100,5.68
486,Kungurtug,RU,2022-07-21 16:39:28,50.5994,97.5228,49.41,84,29,3.11
487,Tiznit,MA,2022-07-21 16:42:48,29.5833,-9.5,98.11,14,60,8.84
488,Conde,BR,2022-07-21 16:42:48,-7.2597,-34.9075,76.46,94,75,8.05
489,Sola,VU,2022-07-21 16:42:49,-13.8833,167.55,80.6,79,11,18.9
490,Cap Malheureux,MU,2022-07-21 16:42:50,-19.9842,57.6142,69.48,70,62,5.01
491,Puga,MX,2022-07-21 16:42:50,21.5833,-104.8167,82.47,74,75,0.0
492,Javanrud,IR,2022-07-21 16:42:51,34.7961,46.5172,81.66,14,0,9.06
493,Sangar,RU,2022-07-21 16:42:52,63.9242,127.4739,62.13,97,69,5.32
494,Marang,MY,2022-07-21 16:42:52,5.2056,103.2059,78.71,80,86,2.98
495,Toma,BF,2022-07-21 16:42:53,12.7667,-2.8833,87.96,50,93,3.27
496,Mount Isa,AU,2022-07-21 16:42:53,-20.7333,139.5,49.53,35,2,12.57
497,Huallanca,PE,2022-07-21 16:42:54,-9.8993,-76.9417,57.96,33,19,10.87
498,Snasa,NO,2022-07-21 16:42:55,64.2457,12.3778,56.61,77,100,7.45
499,Menongue,AO,2022-07-21 16:43:26,-14.6585,17.691,65.89,27,5,3.98
500,Kruisfontein,ZA,2022-07-21 16:43:26,-34.0033,24.7314,53.89,85,0,1.54
501,Praia Da Vitoria,PT,2022-07-21 16:43:27,38.7333,-27.0667,80.85,61,20,1.43
502,Fallon,US,2022-07-21 16:39:24,39.4735,-118.7774,88.45,17,0,6.91
503,Chumikan,RU,2022-07-21 16:43:28,54.7183,135.315,52.0,100,100,2.8
504,Katherine,AU,2022-07-21 16:43:29,-14.4667,132.2667,59.38,46,81,6.78
505,Soyo,AO,2022-07-21 16:43:30,-6.1349,12.3689,71.24,85,59,11.07
506,Muslyumovo,RU,2022-07-21 16:43:30,55.3033,53.1947,61.52,79,88,2.44
507,Atar,MR,2022-07-21 16:43:31,20.5169,-13.0499,104.97,20,43,12.24
508,Skibbereen,IE,2022-07-21 16:43:32,51.55,-9.2667,61.11,88,100,7.87
509,Buala,SB,2022-07-21 16:43:33,-8.145,159.5921,79.88,83,92,5.88
510,Gazli,UZ,2022-07-21 16:43:34,40.1333,63.45,100.24,10,0,12.39
511,Nizhniy Kuranakh,RU,2022-07-21 16:43:35,58.8353,125.4869,59.16,93,22,2.68
512,Lundazi,ZM,2022-07-21 16:43:35,-12.2929,33.1782,63.52,60,62,9.42
513,Togur,RU,2022-07-21 16:43:36,58.3631,82.8265,56.57,98,85,6.13
514,Sur,OM,2022-07-21 16:43:37,22.5667,59.5289,89.06,65,98,10.29
515,Dzerzhinsk,RU,2022-07-21 16:43:37,56.2389,43.4631,67.82,68,75,8.95
516,Baoying,CN,2022-07-21 16:43:38,33.2292,119.3092,75.04,88,0,0.81
517,Tautira,PF,2022-07-21 16:43:38,-17.7333,-149.15,75.36,78,17,12.5
518,Nanakuli,US,2022-07-21 16:43:39,21.3906,-158.1547,76.1,73,75,5.75
519,Holly Hill,US,2022-07-21 16:43:40,29.2436,-81.0376,93.11,72,75,5.75
520,Kudahuvadhoo,MV,2022-07-21 16:43:41,2.6708,72.8944,81.66,70,100,9.8
521,Oxford,GB,2022-07-21 16:40:07,51.7522,-1.256,75.38,62,75,8.05
522,Vetapalem,IN,2022-07-21 16:43:42,15.7833,80.3167,85.01,72,99,2.82
523,Kupang,ID,2022-07-21 16:43:43,-10.1667,123.5833,75.04,80,25,11.72
524,Umm Lajj,SA,2022-07-21 16:43:43,25.0213,37.2685,87.73,56,3,9.8
525,Paracuru,BR,2022-07-21 16:43:44,-3.41,-39.0306,79.11,64,83,12.91
526,Pistoia,IT,2022-07-21 16:43:44,43.9667,10.8333,91.85,41,2,3.0
527,Poltava,UA,2022-07-21 16:43:45,49.5937,34.5407,64.83,80,83,11.63
528,Ketchikan,US,2022-07-21 16:43:46,55.3422,-131.6461,55.87,88,100,5.75
529,Bykov,RU,2022-07-21 16:43:47,47.3167,142.55,56.19,98,100,2.95
530,Andenes,NO,2022-07-21 16:43:47,69.3143,16.1194,59.94,77,75,10.36
531,Vorukh,TJ,2022-07-21 16:43:48,39.8494,70.5838,79.59,30,0,3.4
532,Taksimo,RU,2022-07-21 16:43:49,56.3444,114.8794,62.53,78,100,1.81
533,Manadhoo,MV,2022-07-21 16:43:49,5.7667,73.3833,81.95,78,100,18.79
534,Yarada,IN,2022-07-21 16:43:50,17.65,83.2667,84.52,94,75,2.3
535,Shorkot,PK,2022-07-21 16:43:50,31.9099,70.8774,87.21,62,99,9.04
536,Mishelevka,RU,2022-07-21 16:43:51,52.8575,103.1719,57.24,73,100,5.32
537,Adoni,IN,2022-07-21 16:43:52,15.6333,77.2833,85.3,56,100,5.08
538,Harstad,NO,2022-07-21 16:43:53,68.799,16.5293,61.3,95,80,10.0
539,Taltal,CL,2022-07-21 16:43:53,-25.4,-70.4833,62.06,74,20,5.41
540,Eshowe,ZA,2022-07-21 16:43:54,-28.8865,31.4699,56.7,96,9,4.54
541,Iskateley,RU,2022-07-21 16:43:55,67.6803,53.1512,49.78,63,2,13.0
542,Samur,RU,2022-07-21 16:43:55,41.8253,48.486,74.07,78,1,11.27
543,Klyuchi,RU,2022-07-21 16:43:56,52.2667,79.1667,73.99,53,100,13.56
544,Peterhead,GB,2022-07-21 16:44:27,57.5058,-1.7981,63.45,80,64,11.3
545,Povenets,RU,2022-07-21 16:44:27,62.8487,34.8262,73.29,63,10,1.32
546,Saquarema,BR,2022-07-21 16:44:28,-22.92,-42.5103,77.14,66,10,14.63
547,Smolenka,RU,2022-07-21 16:44:29,52.1352,113.4974,62.67,88,64,4.47
548,Inhambane,MZ,2022-07-21 16:44:29,-23.865,35.3833,69.78,83,20,3.44
549,Flinders,AU,2022-07-21 16:44:30,-34.5833,150.8552,59.38,75,100,5.99
550,Maragogi,BR,2022-07-21 16:44:31,-9.0122,-35.2225,77.81,78,78,12.28
551,Malanville,BJ,2022-07-21 16:44:32,11.8685,3.3899,88.86,52,98,5.14
552,Bathsheba,BB,2022-07-21 16:44:32,13.2167,-59.5167,86.61,84,40,23.02
553,Esperance,AU,2022-07-21 16:44:33,-33.8667,121.9,53.44,72,63,18.45
554,Flin Flon,CA,2022-07-21 16:44:34,54.7682,-101.865,62.44,67,100,12.66
555,Bac Lieu,VN,2022-07-21 16:41:46,9.285,105.7244,76.66,92,94,5.91
556,Coruripe,BR,2022-07-21 16:44:35,-10.1256,-36.1756,79.12,65,43,9.22
557,Tezu,IN,2022-07-21 16:44:36,27.9167,96.1667,77.09,93,100,2.77
558,Zhangjiakou,CN,2022-07-21 16:44:18,40.81,114.8794,73.62,59,66,7.63
559,Derzhavinsk,KZ,2022-07-21 16:44:37,51.1,66.3167,68.68,48,9,11.23
560,Aasiaat,GL,2022-07-21 16:44:38,68.7098,-52.8699,39.65,98,100,5.46
561,Grindavik,IS,2022-07-21 16:44:38,63.8424,-22.4338,55.35,94,75,9.22
562,Narodychi,UA,2022-07-21 16:44:39,51.2029,29.0823,72.16,59,1,12.84
563,Tromso,NO,2022-07-21 16:44:40,69.6496,18.957,55.42,82,75,2.3
564,Bolshaya Izhora,RU,2022-07-21 16:44:40,59.938,29.5772,77.13,74,3,8.12
565,Veraval,IN,2022-07-21 16:44:41,20.9,70.3667,82.0,80,100,15.12
566,De Aar,ZA,2022-07-21 16:44:41,-30.6497,24.0123,55.2,38,0,4.88
567,Fort Myers Beach,US,2022-07-21 16:44:42,26.452,-81.9481,94.05,65,0,5.99
568,Rabat,MA,2022-07-21 16:42:43,33.9911,-6.8401,80.67,69,75,6.91
569,Melville,US,2022-07-21 16:44:43,40.7934,-73.4151,93.88,68,0,13.8
570,Deputatskiy,RU,2022-07-21 16:44:44,69.3,139.9,37.65,90,4,4.36
571,Carinhanha,BR,2022-07-21 16:44:45,-14.3047,-43.765,86.38,21,18,6.96
572,Stryn,NO,2022-07-21 16:44:45,61.9045,6.7226,60.15,80,75,6.76
573,Kulhudhuffushi,MV,2022-07-21 16:44:46,6.6221,73.07,81.66,78,100,17.74
574,Nabire,ID,2022-07-21 16:44:46,-3.3667,135.4833,76.1,89,100,3.38
575,Joao Pinheiro,BR,2022-07-21 16:44:47,-17.7425,-46.1725,81.59,30,1,7.63
576,Salamiyah,SY,2022-07-21 16:44:48,35.0113,37.0532,79.97,47,0,17.25
577,Lamar,US,2022-07-21 16:44:48,33.6668,-95.5836,96.78,52,100,6.91
578,Margate,GB,2022-07-21 16:44:49,51.3813,1.3862,69.12,74,57,5.01
579,Kavieng,PG,2022-07-21 16:44:49,-2.5744,150.7967,81.0,80,100,10.04
