City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Barkhan,PK,29.8977,69.5256,76.93,75,98,5.73,overcast clouds
347,Porto Velho,BR,-8.7619,-63.9039,84.25,65,40,2.3,scattered clouds
348,Cedar City,US,37.6775,-113.0619,95.97,13,0,11.5,clear sky
349,Grand Baie,MU,-20.0182,57.5802,66.67,80,1,4.0,light rain
350,Kysyl-Syr,RU,63.8986,122.7617,66.83,74,100,4.81,overcast clouds
351,Touba,CI,8.2833,-7.6833,68.72,93,80,2.28,broken clouds
352,Lazaro Cardenas,MX,17.9583,-102.2,85.8,67,96,6.58,overcast clouds
353,Qui Nhon,VN,13.7667,109.2333,77.94,83,100,2.93,overcast clouds
354,Belaya Gora,RU,68.5333,146.4167,60.53,38,20,16.4,few clouds
355,Tiksi,RU,71.6872,128.8694,46.4,80,87,7.4,overcast clouds
356,Jieshi,CN,22.8134,115.8257,84.27,76,6,6.11,clear sky
357,Perth,AU,-31.9333,115.8333,56.19,97,75,12.66,light intensity shower rain
358,Eidsvoll,NO,60.3305,11.2616,54.37,93,0,0.0,clear sky
359,Katherine,AU,-14.4667,132.2667,52.12,50,4,4.61,clear sky
360,Apt,FR,43.8833,5.4,73.76,69,63,3.78,broken clouds
361,Liuhe,CN,42.2401,125.7172,70.14,90,100,2.46,overcast clouds
362,Chesma,RU,53.8111,60.6533,57.11,80,2,5.26,clear sky
363,Kuusamo,FI,65.9667,29.1833,57.24,88,20,3.44,few clouds
364,Omboue,GA,-1.5746,9.2618,70.48,83,63,8.01,broken clouds
365,High Level,CA,58.5169,-117.136,68.11,64,75,6.91,broken clouds
366,Yerbogachen,RU,61.2767,108.0108,66.47,69,99,4.43,overcast clouds
367,Shitanjing,CN,39.2342,106.3439,67.08,34,0,7.23,clear sky
368,Dawson,US,31.7735,-84.4466,84.58,48,88,8.48,overcast clouds
369,Mabaruma,GY,8.2,-59.7833,75.22,89,12,3.15,few clouds
370,Berkakit,RU,56.5807,124.7681,69.53,67,94,6.44,overcast clouds
371,Saldanha,ZA,-33.0117,17.9442,53.65,89,100,8.86,light rain
372,Yertsevo,RU,60.7966,40.086,59.65,82,38,4.88,scattered clouds
373,Manbij,SY,36.5281,37.9549,79.29,30,0,10.09,clear sky
374,Aguimes,ES,27.9054,-15.4461,72.66,86,75,25.99,drizzle
375,Bandarbeyla,SO,9.4942,50.8122,77.13,78,37,29.64,scattered clouds
376,Nouadhibou,MR,20.931,-17.0347,76.98,88,38,4.61,scattered clouds
377,Manokwari,ID,-0.8667,134.0833,81.23,72,47,5.26,scattered clouds
378,Hammerfest,NO,70.6634,23.6821,50.45,100,75,3.44,broken clouds
379,Mulchen,CL,-37.7167,-72.2333,57.06,91,100,4.32,light rain
380,Kitgum,UG,3.2783,32.8867,69.57,78,90,3.6,light rain
381,Viedma,AR,-40.8135,-62.9967,44.55,60,99,7.96,light rain
382,Honiara,SB,-9.4333,159.95,85.6,61,1,1.88,clear sky
383,Elat,IL,29.5581,34.9482,87.64,48,0,12.66,clear sky
384,Sabha,LY,27.0377,14.4283,80.74,22,0,8.95,clear sky
385,Obihiro,JP,42.9172,143.2044,63.05,98,100,2.71,light rain
386,Carbonia,IT,39.1672,8.5222,82.0,50,0,3.94,clear sky
387,Omegna,IT,45.8798,8.408,83.23,78,95,6.33,overcast clouds
388,Jalu,LY,29.0331,21.5482,77.68,56,0,14.92,clear sky
389,Tourlaville,FR,49.6383,-1.5664,62.02,94,100,6.91,overcast clouds
390,Foso,GH,5.7012,-1.2866,70.63,85,87,3.8,overcast clouds
391,Ha Tinh,VN,18.3333,105.9,76.98,91,99,1.63,overcast clouds
392,Ishim,RU,56.1128,69.4902,53.13,93,39,5.82,scattered clouds
393,Lasem,ID,-6.6922,111.4527,74.21,85,58,6.49,broken clouds
394,Maltahohe,NA,-24.8333,16.9833,54.5,34,2,4.07,clear sky
395,Pravia,ES,43.4906,-6.1508,63.07,82,75,2.3,broken clouds
396,Kavaratti,IN,10.5669,72.642,81.09,77,100,19.46,overcast clouds
397,Henties Bay,NA,-22.116,14.2845,57.9,81,0,6.15,clear sky
398,Vardo,NO,70.3705,31.1107,49.98,93,100,2.3,overcast clouds
399,Kensington,AU,-33.9167,151.2167,56.64,93,75,8.05,light intensity shower rain
400,Cidreira,BR,-30.1811,-50.2056,62.94,94,98,5.66,overcast clouds
401,Meulaboh,ID,4.1363,96.1285,76.98,85,100,5.3,overcast clouds
402,Beyneu,KZ,45.3167,55.2,77.07,53,79,18.57,light rain
403,Tambopata,PE,-12.7333,-69.1833,87.69,58,20,3.44,few clouds
404,Santiago,CL,-33.4569,-70.6483,63.55,45,0,6.91,clear sky
405,Tuatapere,NZ,-46.1333,167.6833,42.1,84,13,4.0,few clouds
406,Kirensk,RU,57.7853,108.1119,63.43,94,100,3.38,overcast clouds
407,Half Moon Bay,US,37.4636,-122.4286,91.89,76,0,19.57,haze
408,Kostomuksha,RU,64.571,30.5767,55.81,75,53,5.01,broken clouds
409,Doha,QA,25.2867,51.5333,93.51,79,0,5.75,clear sky
410,Dzhida,RU,50.6772,106.1806,57.81,89,99,3.06,overcast clouds
411,Aklavik,CA,68.2191,-135.0107,68.0,68,75,8.05,shower rain
412,Isangel,VU,-19.55,169.2667,78.91,83,100,8.05,heavy intensity rain
413,Cap-Aux-Meules,CA,47.3821,-61.8597,78.85,78,20,13.8,few clouds
414,Srednekolymsk,RU,67.45,153.6833,53.01,49,8,13.24,clear sky
415,Yulara,AU,-25.2406,130.9889,55.94,35,7,7.25,clear sky
416,Aitape,PG,-3.1374,142.3475,81.39,77,76,3.87,broken clouds
417,Disna,BY,55.568,28.1971,61.63,83,2,6.78,clear sky
418,Salta,AR,-24.7859,-65.4117,66.79,62,75,6.91,broken clouds
419,Kazanskaya,RU,45.4106,40.4361,63.52,80,8,13.29,clear sky
420,Ulaangom,MN,49.9811,92.0667,58.62,76,78,5.17,broken clouds
421,Santiago Del Estero,AR,-27.7951,-64.2615,70.23,57,70,4.72,broken clouds
422,Vanimo,PG,-2.6741,141.3028,81.05,77,54,4.41,broken clouds
423,Sherlovaya Gora,RU,50.5667,116.25,65.73,80,6,15.32,clear sky
424,Vila Velha,BR,-20.3297,-40.2925,73.35,90,20,6.91,few clouds
425,Camapua,BR,-19.5314,-54.0439,75.51,33,11,3.24,few clouds
426,Tobol,KZ,52.6844,62.5794,61.29,67,33,2.44,scattered clouds
427,Ankang,CN,32.68,109.0172,66.54,96,37,0.63,scattered clouds
428,Pskov,RU,57.8136,28.3496,62.51,94,0,2.24,clear sky
429,Szczecinek,PL,53.7079,16.6994,60.28,95,19,2.1,few clouds
430,Parla,ES,40.236,-3.7675,88.95,17,0,4.61,clear sky
431,Kutum,SD,14.2,24.6667,80.29,41,7,8.79,clear sky
432,Dire Dawa,ET,9.5931,41.8661,70.79,62,61,18.01,broken clouds
433,Vilhena,BR,-12.7406,-60.1458,82.62,47,40,4.61,scattered clouds
434,Irituia,BR,-1.7711,-47.4381,78.93,72,33,4.07,scattered clouds
435,Vaitape,PF,-16.5167,-151.75,78.19,73,20,9.53,few clouds
436,Lodwar,KE,3.1191,35.5973,80.76,38,22,15.43,few clouds
437,Ossora,RU,59.2353,163.0719,61.07,62,5,6.15,clear sky
438,Nago,JP,26.5881,127.9761,86.45,82,89,10.13,moderate rain
439,Marystown,CA,47.1666,-55.1483,65.86,100,51,6.17,broken clouds
440,Cacimba De Dentro,BR,-6.6417,-35.79,66.85,90,99,11.34,overcast clouds
441,Yelan,RU,50.949,43.7378,60.03,85,99,5.06,light rain
442,Ornskoldsvik,SE,63.2909,18.7153,59.95,72,20,6.91,few clouds
443,Merauke,ID,-8.4667,140.3333,76.51,88,100,10.92,overcast clouds
444,Samarai,PG,-10.6167,150.6667,80.89,77,34,5.35,scattered clouds
445,Bowen,AU,-20.0167,148.2333,62.65,61,0,5.17,clear sky
446,Winneba,GH,5.3511,-0.6231,73.83,86,66,9.17,broken clouds
447,Belyy Yar,RU,53.6039,91.3903,57.09,88,0,6.71,clear sky
448,Salina,US,38.8403,-97.6114,101.01,35,0,13.8,clear sky
449,Vanavara,RU,60.34,102.2797,62.89,70,100,4.36,overcast clouds
450,Tabuk,PH,17.4189,121.4443,77.9,85,7,2.13,clear sky
451,Ayan,RU,56.45,138.1667,61.12,83,39,9.78,scattered clouds
452,Pokosnoye,RU,55.5258,101.0536,59.99,84,100,3.06,light rain
453,Mecca,SA,21.4267,39.8261,87.24,57,21,3.62,few clouds
454,Hays,US,30.0502,-98.0336,101.08,36,91,3.0,overcast clouds
455,Svetlyy,RU,54.675,20.1347,66.96,95,17,5.21,few clouds
456,Angoche,MZ,-16.2325,39.9086,71.13,76,4,5.46,clear sky
457,Salalah,OM,17.0151,54.0924,77.09,94,100,5.75,overcast clouds
458,Pontianak,ID,-0.0333,109.3333,78.78,94,75,3.44,mist
459,Hailar,CN,49.2,119.7,70.43,70,31,7.76,scattered clouds
460,Wanning,CN,18.8003,110.3967,78.48,87,5,3.36,clear sky
461,Karratha,AU,-20.7377,116.8463,67.71,60,0,8.55,clear sky
462,Arnia,IN,32.5167,74.8,85.59,74,98,5.82,moderate rain
463,Severnoye,RU,56.3491,78.3619,49.82,91,28,4.41,scattered clouds
464,Rajampet,IN,14.1833,79.1667,79.97,76,100,4.09,overcast clouds
465,Puerto Leguizamo,CO,-0.1934,-74.7819,77.02,80,84,1.05,broken clouds
466,Port Augusta,AU,-32.5,137.7667,54.7,71,43,9.44,scattered clouds
467,Lamar,US,33.6668,-95.5836,93.63,43,0,5.75,clear sky
468,Gornopravdinsk,RU,60.05,69.9,48.04,94,55,3.67,broken clouds
469,Fereydunshahr,IR,32.941,50.121,62.49,26,4,0.54,clear sky
470,Dingle,PH,10.9995,122.6711,79.32,88,82,3.36,broken clouds
471,Burgeo,CA,47.6167,-57.6152,63.21,99,91,8.57,overcast clouds
472,Warud,IN,21.4667,78.2667,74.61,93,100,8.43,moderate rain
473,Grindavik,IS,63.8424,-22.4338,53.55,100,75,5.75,fog
474,Lerwick,GB,60.1545,-1.1494,50.0,75,100,9.33,overcast clouds
475,Ugoofaaru,MV,5.6667,73.0,81.77,77,100,17.09,overcast clouds
476,Bonthe,SL,7.5264,-12.505,77.25,82,94,10.02,light rain
477,Anadyr,RU,64.75,177.4833,48.7,70,75,13.51,broken clouds
478,Sassandra,CI,4.95,-6.0833,74.55,76,65,7.78,broken clouds
479,Alta Floresta,BR,-9.8756,-56.0861,78.57,34,2,2.13,clear sky
480,Manta,EC,-0.95,-80.7333,76.78,78,40,11.5,scattered clouds
481,Leh,IN,34.1667,77.5833,68.11,25,98,5.57,overcast clouds
482,Shubarshi,KZ,48.5872,57.1869,71.83,55,71,4.99,broken clouds
483,Chadiza,ZM,-14.0678,32.4392,57.4,65,69,2.71,broken clouds
484,Bulgan,MN,48.8125,103.5347,52.36,82,98,1.95,overcast clouds
485,Rabo De Peixe,PT,37.8,-25.5833,73.27,61,20,5.75,few clouds
486,Moses Lake,US,47.1301,-119.2781,95.88,19,0,10.36,clear sky
487,Iqaluit,CA,63.7506,-68.5145,47.93,87,75,4.61,broken clouds
488,Pasco,US,28.292,-82.4165,93.09,66,52,4.0,broken clouds
489,Ambilobe,MG,-13.2,49.05,62.91,81,0,3.85,clear sky
490,Ust-Koksa,RU,50.2696,85.6108,49.03,88,14,1.19,few clouds
491,Queanbeyan,AU,-35.35,149.2333,47.35,91,87,4.61,overcast clouds
492,Kamaishi,JP,39.2667,141.8833,75.58,93,53,4.16,broken clouds
493,Tarko-Sale,RU,64.9225,77.785,48.63,82,100,9.53,light rain
494,Lakes Entrance,AU,-37.8811,147.981,51.22,64,100,4.23,overcast clouds
495,Juneau,US,58.3019,-134.4197,53.6,96,100,12.66,moderate rain
496,Riyadh,SA,24.6877,46.7219,91.54,18,24,6.22,few clouds
497,Sibolga,ID,1.7427,98.7792,75.22,87,93,4.29,overcast clouds
498,Marrakesh,MA,31.6315,-8.0083,96.87,20,40,5.75,scattered clouds
499,Altay,CN,47.8667,88.1167,59.29,77,73,1.21,broken clouds
500,Maniitsoq,GL,65.4167,-52.9,45.39,87,87,4.97,overcast clouds
501,Tilichiki,RU,60.4667,166.1,59.72,51,8,1.36,clear sky
502,Vallenar,CL,-28.5708,-70.7581,62.49,65,45,2.06,scattered clouds
503,Antofagasta,CL,-23.65,-70.4,57.13,83,99,6.69,overcast clouds
504,Cloquet,US,46.7216,-92.4594,86.68,42,100,10.36,overcast clouds
505,Inhambane,MZ,-23.865,35.3833,66.06,82,0,3.67,clear sky
506,Paamiut,GL,61.994,-49.6678,46.0,85,6,10.63,clear sky
507,Boma,GH,7.0805,-2.1697,69.35,98,89,2.8,overcast clouds
508,Oranjemund,NA,-28.55,16.4333,54.1,93,87,7.67,overcast clouds
509,Bayan,CN,46.0833,127.4,69.64,74,6,15.37,clear sky
510,Kapit,MY,2.0167,112.9333,72.93,99,98,0.89,overcast clouds
511,La Ronge,CA,55.1001,-105.2842,59.25,63,75,16.11,broken clouds
512,Broome,US,42.2506,-75.833,83.07,66,75,1.01,light rain
513,Ca Mau,VN,9.1769,105.15,75.58,90,100,1.14,overcast clouds
514,Sao Felix Do Xingu,BR,-6.6447,-51.995,76.87,41,8,1.66,clear sky
515,Danielskuil,ZA,-28.1887,23.5395,58.69,39,73,8.63,broken clouds
516,Burnie,AU,-41.0667,145.9167,54.91,85,100,13.13,moderate rain
517,Coquimbo,CL,-29.9533,-71.3436,55.13,87,100,4.61,overcast clouds
518,Panaba,MX,21.2833,-88.2667,92.79,44,88,11.01,overcast clouds
519,Bereda,ES,43.2686,-7.5406,59.14,98,13,5.44,few clouds
520,Nizhnyaya Tavda,RU,57.6731,66.1725,53.08,93,47,4.97,scattered clouds
521,Mount Isa,AU,-20.7333,139.5,53.37,50,0,0.0,clear sky
522,Hambantota,LK,6.1241,81.1185,78.91,83,95,19.04,overcast clouds
523,Camacha,PT,33.0833,-16.3333,67.42,73,75,11.5,broken clouds
524,Laguna,US,38.421,-121.4238,103.75,17,0,13.8,clear sky
525,Buchanan,LR,5.8808,-10.0467,75.4,80,54,8.39,broken clouds
526,Wageningen,NL,51.9667,5.6667,62.06,88,100,2.3,overcast clouds
527,Paka,MY,4.6374,103.4368,75.13,100,96,0.0,overcast clouds
528,Hukuntsi,BW,-24.0,21.75,59.67,44,66,11.48,broken clouds
529,Kangaatsiaq,GL,68.3065,-53.4641,40.73,93,100,8.77,light rain
530,Ginir,ET,7.1333,40.7,58.32,70,90,8.41,overcast clouds
531,Esmeraldas,BR,-19.7625,-44.3139,70.66,44,0,3.96,clear sky
532,Aginskoye,RU,51.1,114.53,66.04,88,52,6.93,broken clouds
533,Kirakira,SB,-10.4544,161.9205,83.71,69,36,3.62,scattered clouds
534,Vagur,FO,61.4732,-6.8119,50.43,84,100,8.79,overcast clouds
535,Lasa,IT,46.6166,10.7002,72.48,81,90,3.36,overcast clouds
536,Dunedin,NZ,-45.8742,170.5036,47.8,66,12,8.01,few clouds
537,Mercedes,AR,-34.6515,-59.4307,57.78,78,3,7.67,clear sky
538,Poum,NC,-20.2333,164.0167,76.57,84,98,20.45,overcast clouds
539,Saint-Augustin,CA,51.226,-58.6502,57.72,91,100,11.27,overcast clouds
540,Yar-Sale,RU,66.8333,70.8333,44.65,95,100,14.41,overcast clouds
541,Cayenne,GF,4.9333,-52.3333,83.08,1,20,2.3,few clouds
542,Darnah,LY,32.767,22.6367,76.78,77,0,14.0,clear sky
543,Chernogolovka,RU,56.0,38.3667,59.58,84,4,4.7,clear sky
544,Huilong,CN,31.8111,121.655,83.93,90,96,8.88,overcast clouds
545,Davenda,RU,53.5556,119.317,69.51,73,37,4.45,scattered clouds
546,Aracati,BR,-4.5617,-37.7697,77.79,77,96,12.59,overcast clouds
547,Taoudenni,ML,22.6783,-3.9836,99.77,14,31,2.39,scattered clouds
548,Miramar,US,25.9873,-80.2323,89.02,70,20,14.97,few clouds
549,Hit,IQ,33.6416,42.8251,89.13,18,0,9.13,clear sky
550,Agadez,NE,19.75,10.25,91.09,18,63,10.45,broken clouds
551,Amapa,BR,1.0,-52.0,71.87,96,100,1.52,overcast clouds
552,Saint-Pierre,RE,-21.3393,55.4781,69.91,74,20,14.97,few clouds
553,Natal,BR,-5.795,-35.2094,79.02,83,75,6.91,broken clouds
554,Andilamena,MG,-17.0167,48.5833,55.92,93,78,7.27,broken clouds
555,Olafsvik,IS,64.8945,-23.7142,53.78,80,31,4.16,scattered clouds
556,Le Port,RE,-20.9373,55.2919,70.25,65,8,7.56,clear sky
557,Corinth,GR,37.9407,22.9573,77.9,41,0,0.51,clear sky
558,Waddan,LY,29.1614,16.139,77.92,41,0,13.89,clear sky
559,Svetlaya,RU,46.5389,138.3297,60.51,93,100,9.64,overcast clouds
560,Santa Rosa Sur,PH,14.259,122.7233,81.61,84,78,1.92,broken clouds
561,Bosaso,SO,11.2842,49.1816,88.56,43,46,23.42,scattered clouds
562,Schmolln,DE,50.9,12.3667,67.44,72,82,2.3,broken clouds
563,Caravelas,BR,-17.7125,-39.2481,69.85,81,2,4.99,clear sky
564,Guerrero Negro,MX,27.9769,-114.0611,75.09,60,21,21.43,few clouds
565,Dehui,CN,44.5333,125.7,70.61,78,4,5.64,light rain
566,Montepuez,MZ,-13.1256,38.9997,62.29,87,25,5.97,scattered clouds
567,Omsukchan,RU,62.5333,155.8,59.13,38,75,6.31,broken clouds
568,Chikwawa,MW,-16.0335,34.8009,66.99,72,48,3.02,scattered clouds
569,Ryotsu,JP,38.0833,138.4333,75.58,89,80,9.17,broken clouds
570,Aksarka,RU,66.5606,67.7975,46.22,92,100,5.61,overcast clouds
571,San Carlos,VE,9.6612,-68.5827,75.45,90,42,2.64,scattered clouds
572,Beitbridge,ZW,-22.2167,30.0,64.17,60,30,8.55,scattered clouds
573,Tsabong,BW,-26.0217,22.401,61.02,37,5,7.14,clear sky
574,Cabedelo,BR,-6.9811,-34.8339,75.87,80,95,13.6,overcast clouds
575,Calamar,CO,10.2511,-74.9146,79.7,87,100,5.5,overcast clouds
576,Atambua,ID,-9.1061,124.8925,67.26,80,95,5.39,overcast clouds
577,Sharjah,AE,25.3573,55.4033,96.78,59,0,6.91,clear sky
578,Salinopolis,BR,-0.6136,-47.3561,78.93,83,83,9.78,broken clouds
579,Nybro,SE,56.7446,15.9071,64.04,74,37,5.1,scattered clouds
580,Russell,US,32.3502,-85.1999,83.48,94,75,5.75,thunderstorm with light rain
581,Port Hedland,AU,-20.3167,118.5667,66.25,100,40,6.91,scattered clouds
582,Hanna,CA,51.6334,-111.9018,68.02,50,78,9.1,broken clouds
583,Erzin,TR,36.9559,36.2,75.29,57,0,1.81,clear sky
584,Honningsvag,NO,70.9821,25.9704,51.55,82,100,14.97,overcast clouds
585,Jipijapa,EC,-1.3333,-80.5833,72.9,86,100,4.99,overcast clouds
586,Kudahuvadhoo,MV,2.6708,72.8944,82.27,75,98,15.55,overcast clouds
587,Minervino Murge,IT,41.0843,16.0784,82.24,35,0,4.16,clear sky
588,Emba,KZ,48.8264,58.1442,72.39,50,56,3.74,broken clouds
589,Tangshan,CN,39.6333,118.1833,74.84,75,100,6.8,overcast clouds
590,Kuchinarai,TH,16.541,104.05,74.8,93,100,2.42,overcast clouds
591,Port Lincoln,AU,-34.7333,135.8667,52.2,76,41,5.64,scattered clouds
592,Kuah,MY,6.3265,99.8432,78.78,94,40,5.75,scattered clouds
593,Santiago De Cao,PE,-7.9589,-79.2392,62.73,77,6,10.36,clear sky
594,Zhengjiatun,CN,43.5064,123.5064,74.25,81,99,5.86,overcast clouds
595,Sobolevo,RU,54.4299,31.8996,59.47,80,28,1.43,scattered clouds
596,Port Hardy,CA,50.6996,-127.4199,64.58,68,75,12.66,broken clouds
597,Rafai,CF,4.95,23.9167,67.73,100,100,1.7,moderate rain
598,Ballina,AU,-28.8667,153.5667,57.02,99,100,20.38,overcast clouds
599,Estremoz,PT,38.8443,-7.5859,68.38,49,2,6.76,clear sky
600,Krasnoselkup,RU,65.7,82.4667,52.2,94,83,9.33,broken clouds
601,Clonakilty,IE,51.6231,-8.8706,62.1,93,100,11.36,overcast clouds
602,Irupi,BR,-20.3453,-41.6411,65.37,65,67,1.3,broken clouds
603,Edeia,BR,-17.3383,-49.9314,73.38,33,3,5.95,clear sky
604,Mpika,ZM,-11.8343,31.4529,53.96,72,31,7.25,scattered clouds
605,Ryomgard,DK,56.3843,10.503,59.0,98,100,8.05,overcast clouds
606,Toccoa,US,34.5773,-83.3324,89.28,73,0,0.0,clear sky
607,Arlit,NE,18.7369,7.3853,94.06,31,71,24.11,broken clouds
608,Gillette,US,44.2911,-105.5022,97.72,12,0,14.97,clear sky
609,Liku,ID,-0.7275,119.8922,74.91,93,86,2.15,overcast clouds
610,Novobiryusinskiy,RU,56.9578,97.7076,58.73,93,100,2.04,overcast clouds
611,Auki,SB,-8.7676,160.7034,84.49,60,1,1.7,clear sky
612,Tuy Hoa,VN,13.0833,109.3,76.24,88,99,2.95,overcast clouds
613,Sur,OM,22.5667,59.5289,86.16,69,90,10.11,overcast clouds
614,Batie,BF,9.8833,-2.9167,72.7,91,73,3.31,moderate rain
615,Tiznit,MA,29.5833,-9.5,84.65,34,25,1.41,scattered clouds
616,Saint Anthony,US,45.0205,-93.218,95.18,41,40,10.36,scattered clouds
617,Lahat,ID,-3.8,103.5333,71.74,98,94,2.1,overcast clouds
618,Fort Nelson,CA,58.8053,-122.7002,72.99,35,75,6.91,broken clouds
619,Ziarat,PK,30.3823,67.7282,65.19,74,98,0.31,overcast clouds
620,Iquitos,PE,-3.7481,-73.2472,86.04,66,40,4.61,scattered clouds
621,Stokmarknes,NO,68.5646,14.9108,49.98,93,100,4.61,moderate rain
622,Salisbury,GB,51.0693,-1.7957,64.65,95,75,4.61,mist
623,Ulladulla,AU,-35.35,150.4667,55.04,85,81,5.77,broken clouds
624,Kemin,KG,42.7846,75.6892,70.47,26,0,4.65,clear sky
625,Pak Phanang,TH,8.3511,100.202,75.92,91,100,5.37,moderate rain
626,Bacolod,PH,10.6667,122.95,80.26,82,76,1.92,broken clouds
627,Marzuq,YE,14.4,46.4667,79.54,52,29,7.0,scattered clouds
628,Baijiantan,CN,45.6333,85.1833,77.54,43,49,10.67,scattered clouds
629,Flin Flon,CA,54.7682,-101.865,58.84,77,100,3.44,smoke
630,Palanga,LT,55.9175,21.0686,68.02,88,40,2.3,scattered clouds
631,Mingshui,CN,36.7167,117.5,67.71,94,100,7.36,overcast clouds
632,Capitao Poco,BR,-1.7464,-47.0594,78.46,76,86,5.39,overcast clouds
633,Smoky Lake,CA,54.1169,-112.4686,69.96,55,71,9.22,broken clouds
634,Talnakh,RU,69.4865,88.3972,65.21,52,50,3.87,scattered clouds
635,Mnogovershinnyy,RU,53.9353,139.9242,64.87,44,86,3.38,overcast clouds
636,Freeport,US,40.6576,-73.5832,88.29,59,0,13.8,clear sky
637,Waipawa,NZ,-41.4122,175.5153,45.23,72,100,3.91,overcast clouds
638,Pingliang,CN,35.5392,106.6861,62.78,80,0,3.2,clear sky
639,San Quintin,MX,30.4833,-115.95,73.31,65,93,15.97,overcast clouds
640,La Libertad,EC,-2.2333,-80.9,69.46,83,100,10.36,overcast clouds
641,Ouargaye,BF,11.5033,0.0572,76.41,82,95,9.13,light rain
642,Mombaca,BR,-5.7431,-39.6275,75.85,57,65,3.29,broken clouds
643,Nokaneng,BW,-19.6667,22.2667,59.97,48,56,6.42,broken clouds
644,Dutse,NG,11.7594,9.3392,79.21,71,100,7.43,overcast clouds
645,Ushtobe,KZ,45.2514,77.9838,73.51,40,1,5.23,clear sky
646,San Carlos De Bariloche,AR,-41.1456,-71.3082,40.44,59,100,0.0,light rain and snow
647,Sinjar,IQ,36.3209,41.8754,85.59,15,0,6.24,clear sky
648,Wiesmoor,DE,53.4167,7.7333,59.9,92,100,3.89,overcast clouds
649,Khandagayty,RU,50.7333,92.05,53.96,81,74,9.26,broken clouds
650,Sinnai,IT,39.3042,9.2036,82.51,61,0,5.75,clear sky
651,Tursunzoda,TJ,38.5144,68.2333,87.67,16,0,6.6,clear sky
652,Arroyo,ES,41.6096,-4.7969,66.15,75,0,12.66,clear sky
653,Vao,NC,-22.6667,167.4833,74.55,88,89,24.7,moderate rain
654,Lar,IN,26.2039,83.9717,82.56,77,100,10.71,overcast clouds
655,Laurinburg,US,34.7741,-79.4628,84.54,49,100,9.22,overcast clouds
656,Banda Aceh,ID,5.5577,95.3222,78.89,80,100,3.78,light rain
657,Kyzyl-Suu,KG,42.3414,78.0056,66.51,37,0,5.46,clear sky
658,Falam,MM,22.9167,93.6833,62.74,98,100,0.65,overcast clouds
659,Elizabethtown,US,37.694,-85.8591,94.08,50,0,5.75,clear sky
660,Micomeseng,GQ,2.1462,10.6164,67.35,99,100,2.46,overcast clouds
661,Bako,ET,5.7833,36.5667,63.61,65,32,6.26,scattered clouds
662,Coruripe,BR,-10.1256,-36.1756,73.11,87,61,9.31,broken clouds
663,Gat,IL,31.61,34.7642,77.68,100,1,1.61,clear sky
664,Aasiaat,GL,68.7098,-52.8699,40.1,94,100,7.52,light rain
665,Brae,GB,60.3964,-1.353,51.37,75,100,8.59,overcast clouds
666,Bafra,TR,41.5678,35.9069,68.83,72,0,5.68,clear sky
667,College,US,64.8569,-147.8028,62.08,66,75,9.22,broken clouds
668,Kisangani,CD,0.5167,25.2,71.92,94,100,2.62,overcast clouds
669,Coihaique,CL,-45.5752,-72.0662,24.75,86,40,4.61,scattered clouds
670,Batemans Bay,AU,-35.7167,150.1833,52.11,83,82,4.09,broken clouds
671,Pochutla,MX,15.7432,-96.4661,86.83,66,92,4.65,overcast clouds
672,Basco,PH,20.4487,121.9702,85.12,74,35,8.34,scattered clouds
673,Mvuma,ZW,-19.2792,30.5283,50.72,81,70,4.88,broken clouds
674,Shingu,JP,33.7333,135.9833,80.91,67,1,2.37,clear sky
675,Beloha,MG,-25.1667,45.05,63.59,77,0,9.15,clear sky
676,Rognan,NO,67.0953,15.3878,51.94,52,98,3.47,overcast clouds
677,Cody,US,44.5263,-109.0565,96.26,13,0,6.91,clear sky
678,Tautira,PF,-17.7333,-149.15,75.83,78,19,8.52,few clouds
679,Kabanjahe,ID,3.1001,98.4908,61.77,95,90,1.7,moderate rain
680,Bafoulabe,ML,13.8065,-10.8321,78.37,87,96,4.09,overcast clouds
681,Saurimo,AO,-9.6608,20.3916,66.36,37,52,5.37,broken clouds
682,Mount Pleasant,US,32.7941,-79.8626,89.74,82,0,14.97,haze
683,Kinangan,PH,6.3014,125.585,79.16,82,62,1.95,broken clouds
684,Moyale,KE,3.5167,39.0584,66.83,64,100,14.45,overcast clouds
685,Havoysund,NO,70.9963,24.6622,52.03,89,76,21.12,light rain
686,Calama,CL,-22.4667,-68.9333,66.69,18,0,19.57,clear sky
687,Dongning,CN,44.0622,131.1207,67.15,94,94,1.1,overcast clouds
688,Nioro,GM,13.35,-15.75,75.58,92,99,8.59,overcast clouds
689,Estelle,US,29.8458,-90.1067,84.99,83,100,0.0,overcast clouds
690,Mednogorsk,RU,51.4128,57.595,62.91,59,61,4.7,broken clouds
691,Gold Coast,AU,-28.0,153.4333,65.25,89,75,16.11,light intensity shower rain
692,Christchurch,NZ,-43.5333,172.6333,45.41,87,100,4.61,overcast clouds
693,Usinsk,RU,65.9939,57.5281,43.16,84,73,7.4,broken clouds
694,Buenaventura,CO,3.8801,-77.0312,75.56,94,82,2.44,broken clouds
695,Althofen,AT,46.8818,14.4676,70.05,76,38,1.88,scattered clouds
696,Itabira,BR,-19.6192,-43.2269,59.94,69,4,1.36,clear sky
697,Tiarei,PF,-17.5333,-149.3333,82.42,78,14,7.67,light rain
