City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
476,Basco,PH,85.32,broken clouds,20.4487,121.9702,Nathaniel's Lodge
477,Yeppoon,AU,67.78,clear sky,-23.1333,150.7333,Villa Mar Colina
479,Santiago Del Estero,AR,68.47,broken clouds,-27.7951,-64.2615,Apartamentos Castelli 90
481,Marienburg,PL,64.85,clear sky,54.0359,19.0266,Hotel Centrum Malbork
483,Tshikapa,CD,79.5,overcast clouds,-6.4167,20.8,Tatem beach
484,Samarai,PG,81.75,broken clouds,-10.6167,150.6667,Nuli Sapi
485,Rio Grande,BR,60.91,overcast clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
486,Loubomo,CG,64.42,overcast clouds,-4.1997,12.6739,La Dolisienne
487,Murgab,TM,91.27,clear sky,37.4966,61.9714,Wepa Nurlyýew
488,Ano Mera,GR,77.43,clear sky,37.45,25.4,Hotel La Résidence Mykonos
490,Hirara,JP,87.66,few clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
492,Santa Rosa,PH,87.12,broken clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
495,Steinbach,DE,71.11,clear sky,50.1667,8.5667,Mercure Hotel Frankfurt Eschborn Helfmann Park
496,Houma,US,84.99,scattered clouds,29.5958,-90.7195,Courtyard by Marriott Houma
497,Palmer,US,85.55,few clouds,42.1584,-72.3287,Wedgewood Motel
500,Araure,VE,74.08,overcast clouds,9.5601,-69.2148,Hotel Las Majaguas
502,Kununurra,AU,73.38,clear sky,-15.7667,128.7333,Hotel Kununurra
504,Payo,ID,76.21,broken clouds,-3.7508,103.6372,Mess keban agung
506,Miraflores,MX,73.02,broken clouds,19.2167,-98.8083,Hotel Mansión
507,Zhezkazgan,KZ,72.23,overcast clouds,47.8043,67.7144,Hotel Zumrat
511,Sao Joao Da Barra,BR,71.47,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
512,Mayo,US,90.01,clear sky,38.8876,-76.5119,Resorts Resource Group International
513,Halifax,CA,75.52,clear sky,44.6453,-63.5724,Hotel Halifax
514,Salinas,US,76.96,clear sky,36.6777,-121.6555,Laurel Inn & Conference Center
516,Tamale,GH,74.21,overcast clouds,9.4008,-0.8393,Tap Hotel
517,Morant Bay,JM,85.62,broken clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
518,Boquira,BR,67.8,clear sky,-12.8231,-42.7306,Cristal Palace Hotel
519,Valley City,US,88.32,clear sky,46.9233,-98.0032,AmericInn by Wyndham Valley City Conference Center
521,Khargone,IN,75.11,overcast clouds,21.8167,75.6,SPOT ON 63187 Vallabha Hotel
522,Qujing,CN,64.45,overcast clouds,25.4833,103.7833,Yulong Hotel
523,San-Pedro,CI,73.94,overcast clouds,4.7485,-6.6363,Hotel Maria
524,Hirado,JP,77.88,clear sky,33.3597,129.5531,Samson Hotel
525,Taranagar,IN,83.61,overcast clouds,28.6709,75.0351,Jyani Plaza
529,Sirjan,IR,77.14,clear sky,29.452,55.6814,MAPNA Building
530,Nacogdoches,US,84.06,clear sky,31.6002,-94.6335,The Fredonia Hotel & Convention Center
531,Piacabucu,BR,73.54,overcast clouds,-10.4056,-36.4344,Piaçabuçu News
532,Glamoc,BA,65.77,clear sky,44.0458,16.8486,Hotel Split
533,Oktyabrskoye,RU,60.94,light rain,43.0645,44.7417,Prolesok Mini-hotel
534,Vila Velha,BR,73.35,scattered clouds,-20.3297,-40.2925,Hotel Vitória Palace
536,Talnakh,RU,70.21,few clouds,69.4865,88.3972,Talnakh Hotel
537,Canguaretama,BR,72.95,overcast clouds,-6.38,-35.1289,Pousada do Italiano
538,Namatanai,PG,84.72,clear sky,-3.6667,152.4333,Seagulls Inn Namatani
539,Belchatow,PL,71.06,clear sky,51.3688,19.3567,"Santin. Hotel, restauracja"
540,Pueblo,US,96.75,few clouds,38.2545,-104.6091,Courtyard by Marriott Pueblo Downtown
541,Diffa,NE,81.34,overcast clouds,13.3154,12.6113,ProDAF/Diffa
543,Le Port,RE,67.96,few clouds,-20.9373,55.2919,KORBEY D'OR OUEST
544,Chernyshevskiy,RU,71.74,few clouds,63.0128,112.4714,Chernyseyskiy
545,Fuyu,CN,78.55,few clouds,45.1833,124.8167,Education Hostel
546,West Bay,KY,87.08,few clouds,19.3667,-81.4167,Calypso Cove
547,Leshukonskoye,RU,64.76,overcast clouds,64.8989,45.7622,Pryalitsa Hostel
548,Ganzhou,CN,92.05,clear sky,28.8184,115.4327,Zhanqian Grand Hotel
549,Kantunilkin,MX,83.75,clear sky,21.0917,-87.45,Posada Paraiso
551,Buala,SB,85.44,clear sky,-8.145,159.5921,Maringe Lagoon Lodge
552,Catalao,BR,64.26,clear sky,-18.1658,-47.9464,Mara Turismo Hotel
553,Port Moresby,PG,83.62,haze,-9.4431,147.1797,Lamana Hotel (Port Moresby)
555,Balabac,PH,82.63,few clouds,7.9868,117.0645,Batalla’s Lodging House
557,Mbandaka,CD,69.04,overcast clouds,0.0487,18.2603,Guest House Epervier
558,Birin,NP,65.66,moderate rain,26.8865,88.0718,Sun Hotel & Lodge
559,Lasa,IT,68.36,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
560,Vila Franca Do Campo,PT,73.2,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
561,Muros,ES,64.09,clear sky,42.7762,-9.0603,Apartment Av. Castelao
563,Nantucket,US,80.71,mist,41.2835,-70.0995,Jared Coffin House
564,Sankeshwar,IN,69.49,overcast clouds,16.2667,74.4833,Rajdhani Hotel
565,Mantua,IT,83.44,broken clouds,45.1667,10.7833,Hotel la Favorita
566,San Andres,CO,80.62,few clouds,12.5847,-81.7006,Hotel Arena Blanca
567,El Dorado,US,93.43,clear sky,38.7666,-120.5177,South Fork Group Campground
568,Kintampo,GH,69.57,overcast clouds,8.0563,-1.7306,Adomaa Memorial Hotel
569,Portage,US,85.78,clear sky,41.1667,-81.1998,Rocking Horse Inn
571,Antiguo Morelos,MX,92.1,scattered clouds,22.5495,-99.0812,Iglesia La luz del mundo columna y apoyo de la verdad. Batallón antiguo morelos
572,Alice Town,BS,83.86,overcast clouds,25.7167,-79.3,Bimini Big Game Club Resort & Marina
573,Singapore,SG,84.09,broken clouds,1.2897,103.8501,The Fullerton Hotel Singapore
574,Birzai,LT,63.79,overcast clouds,56.2,24.75,Avanti viešbutis-restoranas
575,Oranjestad,AW,82.35,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
576,Aurillac,FR,63.48,overcast clouds,44.9167,2.45,Hôtel Restaurant Campanile Aurillac
577,Martapura,ID,77.09,clear sky,-3.4167,114.85,Montana Hotel Syariah
579,Fare,PF,78.35,clear sky,-16.7,-151.0167,Maitai Lapita Village Huahine
580,Hambantota,LK,77.34,few clouds,6.1241,81.1185,Bungalow 63
581,Petropavlovsk-Kamchatskiy,RU,61.39,broken clouds,53.0452,158.6483,The Hotel Petropavlovsky
582,Sassandra,CI,73.67,overcast clouds,4.95,-6.0833,la terrasse
584,Price,US,96.06,clear sky,39.5994,-110.8107,National 9 - Price River Inn
585,Labuhan,ID,78.8,few clouds,-6.8844,112.2051,DoubleFAG
586,Byron Bay,AU,60.71,overcast clouds,-28.65,153.6167,Backpackers Inn
587,Urumqi,CN,77.95,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
588,New Philadelphia,US,85.32,clear sky,40.4898,-81.4457,"Holiday Inn Express & Suites New Philadelphia, an IHG Hotel"
589,Ahuimanu,US,89.31,few clouds,21.4447,-157.8378,Paradise Bay Resort
590,Acarau,BR,79.45,broken clouds,-2.8856,-40.12,castelo pizzaria
592,Pozo Colorado,PY,74.21,broken clouds,-23.4923,-58.7972,Hospedaje La Norteña
593,Simplicio Mendes,BR,79.14,broken clouds,-7.8539,-41.9103,Fidalgo
594,Sawakin,SD,88.88,clear sky,19.1059,37.3321,فندق الدويم
595,Wau,SS,70.52,light rain,7.7029,27.9953,Universal Gab Hotel
597,Moses Lake,US,94.87,clear sky,47.1301,-119.2781,Ramada by Wyndham Moses Lake
598,Lugovaya,RU,65.53,clear sky,56.05,37.4833,Гостиница Лут | Лобня
599,Bibbiena,IT,74.08,clear sky,43.6965,11.8135,Hotel Borgo Antico
600,Kalmar,SE,63.14,clear sky,56.6616,16.3616,First Hotel Witt
602,Sfantu Gheorghe,RO,63.93,clear sky,45.8667,25.7833,Hotel Park
603,Gigmoto,PH,81.61,overcast clouds,13.7796,124.39,Cj's Travellers Inn
604,Trairi,BR,78.62,scattered clouds,-3.2778,-39.2689,janelas do mar
605,Lincoln,US,96.71,clear sky,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
606,Ketchikan,US,64.87,scattered clouds,55.3422,-131.6461,Snow's Cove Lodge
607,Kingston,JM,85.15,few clouds,17.997,-76.7936,The Jamaica Pegasus Hotel
608,Hope,US,91.45,few clouds,33.6671,-93.5916,Best Western Hope
609,Ryotsu,JP,75.72,broken clouds,38.0833,138.4333,Sadokamoko Onsen Kohanno Yado Yoshidaya
610,Beaver Falls,US,87.75,scattered clouds,40.752,-80.3192,American Structures and Patios
611,Miguel Hidalgo,MX,69.21,light rain,19.4225,-99.2028,JW Marriott Hotel Mexico City
613,Nizhniy Ingash,RU,62.91,overcast clouds,56.2,96.53,Gostinitsa Bayazet
616,Kiama,AU,60.39,broken clouds,-34.6833,150.8667,The Sebel Kiama Harbourside
617,Pedernales,DO,82.71,overcast clouds,18.0384,-71.744,Hotel Costa Marina
618,Arrifes,PT,71.24,few clouds,37.7667,-25.7,Hotel Ponta Delgada
619,Chaman,PK,82.0,broken clouds,30.9236,66.4512,Niamat parda Center chaman
620,Umm Lajj,SA,85.86,few clouds,25.0213,37.2685,Moon light Furnished Units
621,Casper,US,94.71,few clouds,42.8666,-106.3131,Ramkota Hotel
622,Arawa,PG,87.53,clear sky,-6.2132,155.5367,Coastline Guest House
623,Manitouwadge,CA,60.57,clear sky,49.1215,-85.8403,Select Inn
626,Savannah Bight,HN,82.2,overcast clouds,16.45,-85.85,Villa on Dunbar Rock
627,Daryapur,IN,74.48,overcast clouds,20.9333,77.3333,Adv Aditya Deshmukh
628,Furukawa,JP,78.55,broken clouds,38.5717,140.9556,Value the Hotel Furukawa Sanbongi
629,Mulanje,MW,61.11,overcast clouds,-16.0316,35.5,Mulanje Motel
631,Rongcheng,CN,88.84,broken clouds,30.634,117.8517,Shell Shandong Liaocheng Development District South Huangshan Road Hotel
632,Ocampo,MX,69.55,scattered clouds,21.65,-101.5,Hotel Estancia del Vaquero
633,Chapais,CA,69.58,clear sky,49.7834,-74.8492,Hôtel Opémiska
634,Coahuayana,MX,82.26,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
635,Itarema,BR,79.43,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
636,Dumaguete,PH,85.98,few clouds,9.3103,123.3081,Hotel Palwa
637,Mazagao,BR,84.25,overcast clouds,-0.115,-51.2894,Recanto dos Ferreiras
638,Parkes,AU,61.36,overcast clouds,-33.1333,148.1833,Station Motel
639,Maymyo,MM,69.01,overcast clouds,22.0333,96.4667,Tiger Hotel
640,Wolnzach,DE,73.87,overcast clouds,48.6038,11.6257,Hopfenhotel Hallertau
641,Bilma,NE,92.75,overcast clouds,18.6853,12.9164,Expeditions Ténére voyages
642,Tiebissou,CI,71.69,broken clouds,7.1574,-5.2257,Hotel Ngoa
644,Praia,CV,76.26,overcast clouds,14.9215,-23.5087,LT Aparthotel
645,Namibe,AO,62.17,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
646,Kanniyakumari,IN,77.52,overcast clouds,8.0833,77.5667,Sparsa Kanyakumari
648,Amahai,ID,78.71,broken clouds,-3.3333,128.9167,HOTEL ISABELA
649,Pangkalanbuun,ID,79.09,broken clouds,-2.6833,111.6167,Grand Kecubung Hotel
650,Nelson Bay,AU,64.99,clear sky,-32.7167,152.15,Mantra Nelson Bay
651,Totness,SR,78.48,overcast clouds,5.8833,-56.3167,STAATS LOGEERGEBOUW TOTNESS
652,Ucluelet,CA,61.11,overcast clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
653,Ilebo,CD,70.7,moderate rain,-4.3167,20.5833,Hôtel BUMAK
654,Booue,GA,74.35,overcast clouds,-0.0921,11.9385,Splendeur de l'équateur
655,Cervo,ES,63.97,scattered clouds,43.6702,-7.4101,Hotel Spa Galatea
656,Bodden Town,KY,87.01,few clouds,19.2833,-81.25,Will T Place
657,Elat,IL,84.04,clear sky,29.5581,34.9482,Club Hotel Eilat
661,Jackson,US,92.16,clear sky,42.4165,-122.8345,Agate Village Apartments
662,Banjar,ID,81.32,few clouds,-8.19,114.9675,The Hamsa Resort
663,Linqing,CN,73.42,overcast clouds,36.8456,115.7117,Dongfang Hotel
664,Santa Lucia,ES,70.77,broken clouds,27.9117,-15.5407,Las Tirajanas
665,Cayenne,GF,79.09,scattered clouds,4.9333,-52.3333,Hôtel Le Dronmi
666,Aden,YE,81.73,scattered clouds,12.7794,45.0367,Sama Emirate Hotel
668,Tiarei,PF,82.42,few clouds,-17.5333,-149.3333,Le Rocher de Tahiti
669,Cenad,RO,74.86,clear sky,46.1333,20.5833,Pensiunea Anka
670,Karimpur,IN,82.26,overcast clouds,23.9667,88.6167,gabrudanga jumma masjid
672,Ocotal,NI,69.06,overcast clouds,13.6321,-86.4752,Hotel Mirador
673,Pacific Grove,US,76.55,clear sky,36.6177,-121.9166,Lovers Point Inn
674,Catumbela,AO,66.94,scattered clouds,-12.4314,13.5472,Hotel Do Kamgamba
676,Hassleholm,SE,60.35,overcast clouds,56.1591,13.7664,Göingehof
677,Tutoia,BR,79.05,broken clouds,-2.7619,-42.2744,Pousada Guará's
678,Paithan,IN,74.08,overcast clouds,19.4833,75.3833,Prakash lahase
679,Kunming,CN,64.33,broken clouds,25.0389,102.7183,昆明佳华广场酒店
680,Puerto Colombia,CO,78.89,scattered clouds,10.9878,-74.9547,Hotel El Emigrante
681,Boa Vista,BR,82.38,scattered clouds,2.8197,-60.6733,Aipana Plaza Hotel
683,Zhanaozen,KZ,74.97,clear sky,43.3,52.8,K.korabay 28A
684,Mareeba,AU,73.49,clear sky,-17.0,145.4333,Trinity Plains Tourist Park
685,Bathsheba,BB,80.06,few clouds,13.2167,-59.5167,Atlantis Hotel
686,Chabahar,IR,82.89,overcast clouds,25.2919,60.643,هتل گدروشیا
688,Savannakhet,LA,78.82,mist,16.566,104.751,โรงแรม ริเวอร์ ฟร้อนท์ (Riverfront Hotel)
689,Niamey,NE,82.69,clear sky,13.5137,2.1098,Soluxe Hotel Niamey
690,Rach Gia,VN,79.84,overcast clouds,10.0167,105.0833,Nhà Hàng Hòa Giang
692,Iwanai,JP,67.57,overcast clouds,42.9744,140.5089,いわない高原ホテル
695,Smolenka,RU,71.67,light rain,52.1352,113.4974,Russkaya Usadba v Zarechye
